zram0,TOTAL_READS(KB),0
zram0,TOTAL_WRITES(KB),25981460
zram0,TOTAL_READS(MB),0
zram0,TOTAL_WRITES(MB),25372
zram0,TOTAL_READS(GB),0
zram0,TOTAL_WRITES(GB),24
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,0.0330579
zram0,AVGRQ-SZ,53416.5
zram0,AVGQU-SZ,208.658
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
